Tengo,Salario.mensual.BRUTO..en.tu.moneda.local.,X.Tenés.guardias._No,X.Tenés.guardias._Sí..activa,X.Tenés.guardias._Sí..pasiva,X.Programás.como.hobbie._No,X.Programás.como.hobbie._Sí,X.Tuviste.ajustes.por.inflación.en.2019._Dos,X.Tuviste.ajustes.por.inflación.en.2019._Más.de.tres,X.Tuviste.ajustes.por.inflación.en.2019._No,X.Tuviste.ajustes.por.inflación.en.2019._Tres,X.Tuviste.ajustes.por.inflación.en.2019._Uno
27,100000,1,0,0,1,0,1,0,0,0,0
39,150000,0,0,1,1,0,0,1,0,0,0
26,65000,0,1,0,1,0,0,0,0,0,1
30,96000,1,0,0,1,0,1,0,0,0,0
34,67625,1,0,0,1,0,0,1,0,0,0
35,130000,1,0,0,0,1,1,0,0,0,0
38,260000,1,0,0,0,1,0,0,1,0,0
26,100800,0,0,1,0,1,0,0,0,1,0
34,118000,0,1,0,1,0,0,0,0,1,0
29,40000,1,0,0,1,0,0,0,1,0,0
30,65000,1,0,0,0,1,1,0,0,0,0
29,102400,1,0,0,0,1,0,0,0,1,0
31,65000,1,0,0,1,0,1,0,0,0,0
36,110000,1,0,0,0,1,0,0,0,0,1
39,150000,0,0,1,0,1,0,1,0,0,0
29,100000,1,0,0,0,1,0,0,0,1,0
30,110000,1,0,0,1,0,0,0,0,1,0
32,340000,1,0,0,0,1,0,0,0,0,1
32,112000,1,0,0,1,0,0,1,0,0,0
26,75200,1,0,0,1,0,1,0,0,0,0
24,75000,1,0,0,1,0,1,0,0,0,0
27,90000,1,0,0,1,0,0,0,0,1,0
24,40800,1,0,0,0,1,0,0,0,1,0
22,34000,1,0,0,0,1,0,0,0,1,0
22,34000,1,0,0,0,1,1,0,0,0,0
33,100.66,1,0,0,1,0,0,0,0,0,1
33,100.66,1,0,0,1,0,0,0,0,0,1
26,74000,1,0,0,0,1,1,0,0,0,0
22,56100,1,0,0,1,0,0,0,0,0,1
22,72450,1,0,0,1,0,1,0,0,0,0
35,51350.79,0,1,0,0,1,0,0,0,0,1
28,71040,0,0,1,1,0,1,0,0,0,0
24,72500,1,0,0,1,0,0,0,0,1,0
36,206000,0,0,1,1,0,0,0,0,0,1
37,67000,1,0,0,0,1,0,1,0,0,0
30,72000,0,0,1,0,1,0,0,0,0,1
22,40000,1,0,0,0,1,0,0,1,0,0
24,41000,1,0,0,1,0,0,0,0,1,0
26,40000,1,0,0,0,1,0,0,0,0,1
26,45000,1,0,0,0,1,0,0,0,0,1
31,66000,1,0,0,0,1,0,0,1,0,0
31,32,0,1,0,0,1,0,0,0,0,1
34,45000,1,0,0,0,1,0,0,1,0,0
22,70000,1,0,0,0,1,0,0,0,1,0
25,69030,1,0,0,1,0,1,0,0,0,0
29,36900,1,0,0,0,1,0,0,0,0,1
42,85000,1,0,0,1,0,0,0,0,0,1
42,500000,1,0,0,0,1,0,0,1,0,0
26,94300,1,0,0,0,1,1,0,0,0,0
28,123000,1,0,0,0,1,0,0,0,1,0
36,315000,1,0,0,0,1,0,0,0,1,0
37,135000,1,0,0,1,0,1,0,0,0,0
35,171739,0,1,0,1,0,0,0,0,1,0
34,178000,1,0,0,1,0,0,1,0,0,0
39,89600,0,0,1,0,1,0,0,0,1,0
31,100000,1,0,0,1,0,0,0,0,1,0
24,55000,0,0,1,0,1,0,0,0,1,0
36,75000,1,0,0,1,0,0,0,0,1,0
28,900007,1,0,0,0,1,0,1,0,0,0
35,50000,1,0,0,0,1,0,0,0,0,1
29,120000,1,0,0,0,1,1,0,0,0,0
40,146000,0,0,1,1,0,0,0,0,0,1
24,43000,1,0,0,1,0,0,0,0,0,1
23,41000,1,0,0,0,1,0,0,0,0,1
39,84600,1,0,0,1,0,1,0,0,0,0
38,130000,1,0,0,1,0,1,0,0,0,0
46,13000,0,1,0,1,0,1,0,0,0,0
28,132000,1,0,0,0,1,0,0,0,1,0
25,60000,1,0,0,1,0,1,0,0,0,0
42,86300,0,0,1,1,0,0,0,0,1,0
43,66000,1,0,0,0,1,0,0,0,1,0
31,57000,1,0,0,0,1,0,0,0,0,1
40,98185,1,0,0,0,1,0,0,0,1,0
28,68900,1,0,0,0,1,1,0,0,0,0
25,110000,1,0,0,1,0,0,0,1,0,0
45,45000,1,0,0,1,0,0,0,0,0,1
39,108000,0,0,1,0,1,0,0,1,0,0
35,130000,1,0,0,1,0,0,0,0,0,1
23,45000,1,0,0,1,0,0,0,1,0,0
46,65000,1,0,0,0,1,0,0,0,0,1
31,110000,1,0,0,0,1,0,0,0,0,1
26,75000,0,0,1,0,1,0,0,0,0,1
34,56000,0,0,1,0,1,1,0,0,0,0
41,130000,1,0,0,1,0,1,0,0,0,0
27,30000,1,0,0,1,0,0,0,0,0,1
30,54000,1,0,0,1,0,0,0,0,1,0
32,80,1,0,0,0,1,1,0,0,0,0
29,112000,1,0,0,1,0,1,0,0,0,0
39,62000,0,0,1,0,1,0,0,0,0,1
27,30000,1,0,0,1,0,0,0,0,0,1
38,97000,0,0,1,0,1,0,0,0,1,0
22,37000,0,0,1,1,0,1,0,0,0,0
22,88550,0,1,0,0,1,1,0,0,0,0
30,30000,1,0,0,1,0,0,0,0,0,1
22,42168.66,1,0,0,0,1,0,0,1,0,0
28,170000,0,0,1,1,0,1,0,0,0,0
23,100000,0,0,1,0,1,0,1,0,0,0
33,112500,0,1,0,1,0,0,0,0,1,0
46,120000,0,0,1,0,1,0,0,1,0,0
23,47000,1,0,0,1,0,1,0,0,0,0
28,200000,0,0,1,1,0,1,0,0,0,0
35,70000,1,0,0,0,1,1,0,0,0,0
29,112000,1,0,0,1,0,1,0,0,0,0
39,55,0,1,0,1,0,0,0,1,0,0
38,133900,1,0,0,0,1,1,0,0,0,0
25,60194,1,0,0,1,0,0,0,0,0,1
37,92500,1,0,0,0,1,1,0,0,0,0
30,45600,1,0,0,0,1,0,0,0,1,0
23,42000,1,0,0,0,1,0,0,0,0,1
36,140000,1,0,0,0,1,0,0,0,0,1
33,150000,1,0,0,1,0,0,1,0,0,0
26,35000,1,0,0,1,0,1,0,0,0,0
30,55000,0,0,1,1,0,0,0,0,0,1
38,81900,1,0,0,0,1,0,0,0,0,1
27,60000,1,0,0,0,1,0,0,1,0,0
31,130000,1,0,0,1,0,0,0,0,1,0
25,75000,1,0,0,0,1,0,0,0,1,0
31,90,1,0,0,1,0,0,0,0,0,1
32,82000,1,0,0,1,0,0,0,1,0,0
35,52750,0,0,1,0,1,1,0,0,0,0
45,385000,1,0,0,0,1,1,0,0,0,0
32,260000,1,0,0,0,1,0,0,1,0,0
31,110000,1,0,0,0,1,1,0,0,0,0
28,52698,1,0,0,1,0,1,0,0,0,0
25,74418,1,0,0,0,1,1,0,0,0,0
28,80000,1,0,0,1,0,1,0,0,0,0
34,40000,1,0,0,0,1,0,0,1,0,0
30,85600,1,0,0,0,1,0,0,0,1,0
33,210000,1,0,0,0,1,0,0,1,0,0
26,45000,1,0,0,1,0,0,0,1,0,0
31,24000,1,0,0,0,1,0,0,0,0,1
38,61000,0,0,1,1,0,1,0,0,0,0
37,65000,1,0,0,0,1,0,0,1,0,0
46,280000,0,0,1,1,0,0,0,1,0,0
30,100000,1,0,0,0,1,0,1,0,0,0
23,74000,1,0,0,1,0,0,1,0,0,0
29,151000,1,0,0,0,1,0,1,0,0,0
35,230000,0,0,1,0,1,0,0,0,1,0
34,100000,0,0,1,1,0,0,0,0,1,0
29,70009,1,0,0,0,1,0,0,1,0,0
25,70000,1,0,0,0,1,0,0,1,0,0
33,165000,1,0,0,0,1,0,0,0,1,0
32,240000,1,0,0,0,1,1,0,0,0,0
43,116000,1,0,0,1,0,1,0,0,0,0
34,82000,1,0,0,1,0,0,0,0,1,0
35,90000,1,0,0,1,0,1,0,0,0,0
29,24000,1,0,0,0,1,1,0,0,0,0
39,70000,0,0,1,1,0,0,0,1,0,0
36,37000,1,0,0,0,1,0,0,1,0,0
37,51000,1,0,0,0,1,0,0,0,0,1
22,59000,1,0,0,0,1,0,0,0,1,0
40,110000,0,0,1,1,0,1,0,0,0,0
29,100000,1,0,0,1,0,1,0,0,0,0
37,120000,1,0,0,0,1,0,0,0,0,1
41,187811,1,0,0,0,1,0,0,0,1,0
42,166000,1,0,0,0,1,1,0,0,0,0
38,57000,0,0,1,1,0,0,0,0,0,1
36,75000,0,0,1,0,1,1,0,0,0,0
40,145000,1,0,0,0,1,1,0,0,0,0
27,190000,1,0,0,0,1,0,0,0,1,0
24,90000,1,0,0,0,1,1,0,0,0,0
30,76000,1,0,0,1,0,0,1,0,0,0
44,62000,0,1,0,1,0,1,0,0,0,0
35,140000,1,0,0,0,1,0,0,0,1,0
34,53000,1,0,0,0,1,0,0,0,0,1
26,80000,1,0,0,0,1,0,0,1,0,0
32,120000,0,0,1,0,1,0,0,0,1,0
30,80000,0,0,1,1,0,0,0,0,0,1
44,121000,0,0,1,1,0,1,0,0,0,0
38,102000,1,0,0,1,0,1,0,0,0,0
26,60000,0,0,1,0,1,0,0,1,0,0
25,70000,1,0,0,0,1,0,0,1,0,0
26,53829,1,0,0,1,0,0,0,1,0,0
35,67000,0,0,1,1,0,0,0,0,0,1
32,1500000,1,0,0,1,0,0,0,0,1,0
25,80000,1,0,0,0,1,0,0,1,0,0
28,41449,1,0,0,1,0,1,0,0,0,0
23,41500,1,0,0,0,1,1,0,0,0,0
26,80870,1,0,0,1,0,0,1,0,0,0
26,52000,1,0,0,0,1,0,0,0,1,0
46,30000,1,0,0,1,0,0,0,0,0,1
40,60000,1,0,0,1,0,1,0,0,0,0
35,99000,1,0,0,1,0,0,0,1,0,0
29,50000,1,0,0,0,1,0,0,0,1,0
28,130000,0,0,1,0,1,1,0,0,0,0
35,38500,0,0,1,1,0,0,0,0,0,1
28,75000,1,0,0,0,1,1,0,0,0,0
35,92500,1,0,0,0,1,0,1,0,0,0
37,72000,1,0,0,0,1,0,0,1,0,0
33,115,1,0,0,1,0,1,0,0,0,0
35,134000,0,0,1,0,1,0,1,0,0,0
31,85000,0,0,1,1,0,1,0,0,0,0
30,53651,1,0,0,0,1,0,0,0,0,1
32,400000,0,0,1,0,1,0,0,1,0,0
43,69000,1,0,0,1,0,0,0,1,0,0
22,27000,1,0,0,0,1,1,0,0,0,0
24,96600,1,0,0,0,1,0,1,0,0,0
30,150000,1,0,0,0,1,0,0,0,0,1
34,86000,1,0,0,0,1,1,0,0,0,0
38,201000,1,0,0,1,0,0,1,0,0,0
24,47000,1,0,0,0,1,0,0,0,0,1
40,20000,0,0,1,1,0,0,0,1,0,0
25,55200,1,0,0,0,1,0,0,0,0,1
37,487500,1,0,0,0,1,0,0,1,0,0
30,58000,1,0,0,0,1,0,0,1,0,0
40,200000,1,0,0,1,0,1,0,0,0,0
23,115000,1,0,0,0,1,0,0,1,0,0
40,160000,1,0,0,1,0,1,0,0,0,0
44,55000,1,0,0,1,0,0,0,1,0,0
27,27000,1,0,0,0,1,0,0,1,0,0
25,77000,1,0,0,1,0,0,0,0,1,0
37,100000,1,0,0,1,0,1,0,0,0,0
25,45000,1,0,0,1,0,0,0,0,0,1
22,40000,1,0,0,0,1,0,0,1,0,0
26,40000,1,0,0,1,0,0,0,1,0,0
29,97000,0,0,1,1,0,1,0,0,0,0
26,78000,1,0,0,0,1,1,0,0,0,0
46,78313.25,0,0,1,0,1,0,0,1,0,0
37,71000,1,0,0,0,1,0,0,0,0,1
24,25000,1,0,0,0,1,0,0,1,0,0
43,104000,1,0,0,0,1,0,0,0,0,1
41,116000,0,0,1,0,1,0,0,1,0,0
28,80000,1,0,0,1,0,1,0,0,0,0
39,170000,1,0,0,0,1,0,0,0,1,0
28,96000,1,0,0,0,1,0,0,1,0,0
25,35000,1,0,0,0,1,0,0,0,1,0
27,135000,1,0,0,1,0,0,0,0,1,0
31,170000,0,0,1,1,0,0,1,0,0,0
26,96000,0,0,1,1,0,0,0,0,0,1
22,24000,1,0,0,1,0,0,0,1,0,0
40,96000,0,1,0,1,0,1,0,0,0,0
39,110000,1,0,0,0,1,0,0,0,1,0
24,55000,1,0,0,0,1,0,0,1,0,0
28,94000,0,0,1,1,0,1,0,0,0,0
27,58000,1,0,0,0,1,0,0,0,1,0
25,70000,1,0,0,0,1,1,0,0,0,0
27,150000,1,0,0,0,1,1,0,0,0,0
37,180000,0,0,1,1,0,0,0,0,0,1
30,100000,0,0,1,0,1,0,0,0,1,0
27,37000,1,0,0,1,0,0,0,0,0,1
31,160000,0,0,1,1,0,1,0,0,0,0
36,60000,1,0,0,1,0,0,0,1,0,0
30,37500,1,0,0,1,0,0,0,0,0,1
34,138000,0,1,0,1,0,0,0,0,0,1
29,215000,0,0,1,1,0,1,0,0,0,0
37,70000,1,0,0,0,1,1,0,0,0,0
34,100000,1,0,0,1,0,0,0,0,0,1
30,150000,0,0,1,1,0,0,0,0,1,0
23,93000,0,1,0,1,0,0,0,0,1,0
22,16000,1,0,0,0,1,0,0,1,0,0
25,68000,1,0,0,1,0,0,0,1,0,0
32,100000,1,0,0,1,0,0,0,1,0,0
25,75000,1,0,0,0,1,1,0,0,0,0
34,89900,1,0,0,0,1,0,0,0,1,0
31,90000,0,0,1,0,1,0,0,0,0,1
38,90000,1,0,0,0,1,1,0,0,0,0
44,65000,0,1,0,0,1,0,0,0,1,0
29,82000,1,0,0,0,1,1,0,0,0,0
22,36500,1,0,0,0,1,0,0,0,0,1
34,120000,0,0,1,1,0,0,0,0,1,0
32,80000,0,1,0,0,1,0,0,0,0,1
29,110000,1,0,0,0,1,0,0,0,1,0
40,80000,0,1,0,0,1,0,0,1,0,0
37,45000,1,0,0,0,1,1,0,0,0,0
26,70000,1,0,0,1,0,1,0,0,0,0
22,90000,0,1,0,0,1,1,0,0,0,0
25,56600,0,0,1,1,0,1,0,0,0,0
38,114100,0,0,1,0,1,0,0,0,1,0
32,210000,1,0,0,1,0,1,0,0,0,0
28,81100,1,0,0,0,1,1,0,0,0,0
30,92000,1,0,0,0,1,1,0,0,0,0
41,75000,1,0,0,1,0,0,0,0,0,1
40,124000,0,0,1,0,1,1,0,0,0,0
25,260000,1,0,0,0,1,0,0,1,0,0
32,64500,0,0,1,1,0,0,0,0,0,1
41,61000,0,0,1,1,0,0,0,0,1,0
34,260000,1,0,0,0,1,1,0,0,0,0
24,40000,1,0,0,0,1,0,0,0,0,1
24,165000,1,0,0,0,1,0,1,0,0,0
25,42000,0,0,1,0,1,0,0,0,0,1
31,60000,1,0,0,0,1,0,0,0,0,1
37,230000,1,0,0,0,1,0,1,0,0,0
29,137000,1,0,0,0,1,0,0,0,1,0
29,169000,1,0,0,1,0,0,1,0,0,0
32,140000,1,0,0,1,0,0,0,0,1,0
39,70000,1,0,0,0,1,0,0,1,0,0
37,180000,0,0,1,1,0,0,0,1,0,0
33,135000,0,0,1,0,1,0,0,0,0,1
27,72000,1,0,0,0,1,0,0,0,0,1
26,52500,1,0,0,0,1,1,0,0,0,0
31,400000,1,0,0,0,1,0,1,0,0,0
46,242000,1,0,0,1,0,0,1,0,0,0
35,105800,1,0,0,1,0,1,0,0,0,0
40,124000,1,0,0,1,0,0,0,1,0,0
26,85000,1,0,0,1,0,1,0,0,0,0
36,125000,1,0,0,0,1,0,0,0,0,1
36,400000,1,0,0,1,0,0,0,1,0,0
28,83300,1,0,0,0,1,1,0,0,0,0
27,50000,1,0,0,0,1,1,0,0,0,0
27,94000,0,0,1,0,1,0,0,0,1,0
24,26700,1,0,0,0,1,1,0,0,0,0
31,90000,1,0,0,1,0,1,0,0,0,0
30,140500,1,0,0,0,1,0,0,0,1,0
34,85000,1,0,0,1,0,1,0,0,0,0
46,50000,1,0,0,0,1,0,0,1,0,0
41,175000,1,0,0,0,1,1,0,0,0,0
27,140000,0,0,1,1,0,1,0,0,0,0
22,14000,1,0,0,0,1,0,0,1,0,0
28,248000,1,0,0,1,0,0,1,0,0,0
26,80000,1,0,0,0,1,0,0,0,0,1
28,80000,1,0,0,1,0,0,1,0,0,0
27,18000,1,0,0,0,1,0,0,1,0,0
38,122000,1,0,0,0,1,1,0,0,0,0
45,300000,1,0,0,0,1,0,0,1,0,0
44,105000,1,0,0,0,1,1,0,0,0,0
38,110000,1,0,0,0,1,1,0,0,0,0
31,83000,0,0,1,0,1,0,0,0,1,0
45,125000,0,0,1,0,1,1,0,0,0,0
27,55000,1,0,0,1,0,0,0,1,0,0
22,12500,1,0,0,0,1,0,0,1,0,0
42,109800,0,0,1,0,1,0,0,0,0,1
29,42000,1,0,0,1,0,0,0,0,1,0
30,72800,1,0,0,0,1,1,0,0,0,0
29,170000,1,0,0,1,0,0,1,0,0,0
31,175000,0,0,1,0,1,0,0,0,1,0
43,200000,1,0,0,1,0,1,0,0,0,0
27,38700,1,0,0,0,1,0,0,1,0,0
37,240000,0,0,1,1,0,0,0,1,0,0
26,42000,1,0,0,0,1,0,0,1,0,0
40,40000,1,0,0,0,1,0,0,1,0,0
28,204000,1,0,0,1,0,0,0,1,0,0
37,90000,1,0,0,1,0,0,0,0,0,1
22,65000,1,0,0,0,1,1,0,0,0,0
22,50000,1,0,0,0,1,1,0,0,0,0
31,75000,1,0,0,1,0,0,0,0,1,0
30,76500,1,0,0,0,1,0,1,0,0,0
34,110000,1,0,0,0,1,1,0,0,0,0
38,230000,1,0,0,0,1,0,0,0,1,0
28,32000,1,0,0,0,1,0,0,1,0,0
36,100100,1,0,0,0,1,0,0,0,1,0
26,36144,1,0,0,0,1,0,0,1,0,0
44,159000,1,0,0,1,0,1,0,0,0,0
27,190000,1,0,0,0,1,1,0,0,0,0
32,115000,1,0,0,0,1,0,0,0,1,0
26,35000,1,0,0,0,1,1,0,0,0,0
37,350000,1,0,0,0,1,1,0,0,0,0
37,250000,1,0,0,0,1,1,0,0,0,0
36,50000,1,0,0,0,1,0,0,0,0,1
43,121500,1,0,0,0,1,0,0,0,1,0
22,70000,0,0,1,1,0,1,0,0,0,0
22,70000,0,0,1,1,0,1,0,0,0,0
41,136000,1,0,0,0,1,0,0,0,1,0
31,82,1,0,0,0,1,0,0,0,1,0
31,139000,1,0,0,0,1,0,1,0,0,0
40,73000,1,0,0,0,1,1,0,0,0,0
40,52000,0,0,1,1,0,0,0,0,1,0
43,55000,1,0,0,1,0,0,0,1,0,0
32,50000,1,0,0,0,1,1,0,0,0,0
31,72000,1,0,0,1,0,0,0,1,0,0
40,45000,1,0,0,0,1,0,0,0,0,1
46,60000,1,0,0,1,0,0,0,1,0,0
38,42000,1,0,0,0,1,0,0,1,0,0
25,84000,1,0,0,0,1,0,0,0,0,1
24,89000,1,0,0,0,1,0,0,0,1,0
27,92000,0,0,1,0,1,1,0,0,0,0
35,97000,1,0,0,0,1,0,0,0,0,1
43,140000,1,0,0,0,1,1,0,0,0,0
34,150000,1,0,0,0,1,0,0,0,0,1
34,126000,1,0,0,1,0,1,0,0,0,0
31,112000,1,0,0,1,0,1,0,0,0,0
38,130000,1,0,0,1,0,0,0,0,0,1
27,66000,1,0,0,0,1,0,0,0,1,0
26,48800,1,0,0,0,1,0,0,1,0,0
33,60000,1,0,0,1,0,0,0,0,0,1
43,216000,1,0,0,1,0,0,0,0,1,0
40,94000,0,0,1,1,0,1,0,0,0,0
30,90000,1,0,0,0,1,0,0,1,0,0
35,100000,1,0,0,0,1,0,0,0,0,1
30,84000,1,0,0,1,0,0,0,0,1,0
25,30000,1,0,0,1,0,0,0,1,0,0
36,300000,1,0,0,0,1,0,0,0,1,0
44,70,0,0,1,1,0,0,0,0,1,0
30,136000,1,0,0,0,1,0,0,0,1,0
28,170000,1,0,0,1,0,1,0,0,0,0
33,65000,1,0,0,0,1,0,0,1,0,0
22,50000,1,0,0,0,1,0,0,0,1,0
45,85000,1,0,0,1,0,0,0,0,1,0
35,90000,1,0,0,0,1,0,0,0,0,1
29,40000,1,0,0,0,1,0,0,0,1,0
37,110000,0,0,1,0,1,1,0,0,0,0
22,60000,0,1,0,0,1,1,0,0,0,0
29,130000,1,0,0,0,1,0,0,0,1,0
30,105000,1,0,0,0,1,1,0,0,0,0
29,85000,1,0,0,0,1,0,0,0,0,1
36,121000,1,0,0,0,1,0,0,0,0,1
26,44000,1,0,0,0,1,0,0,1,0,0
34,60000,1,0,0,0,1,0,0,0,0,1
31,135000,1,0,0,0,1,1,0,0,0,0
37,75000,0,0,1,1,0,1,0,0,0,0
26,140000,1,0,0,0,1,1,0,0,0,0
39,145000,1,0,0,0,1,0,1,0,0,0
31,48000,1,0,0,0,1,1,0,0,0,0
35,210000,1,0,0,0,1,1,0,0,0,0
24,75000,1,0,0,0,1,1,0,0,0,0
32,38000,1,0,0,0,1,1,0,0,0,0
33,193000,0,0,1,1,0,1,0,0,0,0
22,150000,0,0,1,0,1,0,0,0,1,0
46,190000,1,0,0,1,0,1,0,0,0,0
45,113000,1,0,0,0,1,0,0,0,0,1
34,123000,0,0,1,0,1,1,0,0,0,0
30,40000,1,0,0,0,1,0,0,1,0,0
32,163000,0,0,1,1,0,0,0,0,1,0
41,92000,1,0,0,1,0,0,1,0,0,0
43,220000,1,0,0,0,1,0,1,0,0,0
23,72000,0,0,1,1,0,0,0,1,0,0
28,45000,1,0,0,0,1,0,0,0,0,1
28,68000,1,0,0,1,0,0,0,0,1,0
33,67000,1,0,0,1,0,0,0,1,0,0
33,107000,1,0,0,1,0,0,0,0,1,0
27,24000,1,0,0,1,0,0,0,1,0,0
35,170000,1,0,0,1,0,0,0,0,0,1
41,80000,1,0,0,0,1,0,0,0,0,1
30,46800,1,0,0,1,0,0,0,0,0,1
37,71500,0,0,1,1,0,1,0,0,0,0
28,208000,0,0,1,1,0,1,0,0,0,0
35,101000,1,0,0,0,1,0,0,1,0,0
40,80000,1,0,0,0,1,0,0,0,0,1
38,130000,1,0,0,1,0,0,0,0,1,0
26,120000,0,0,1,0,1,0,0,1,0,0
23,80000,1,0,0,1,0,1,0,0,0,0
43,85307,0,0,1,1,0,1,0,0,0,0
35,140000,1,0,0,1,0,1,0,0,0,0
36,76000,1,0,0,1,0,1,0,0,0,0
36,78500,1,0,0,0,1,1,0,0,0,0
26,89000,0,0,1,0,1,1,0,0,0,0
37,75000,1,0,0,1,0,0,0,0,0,1
27,108000,1,0,0,0,1,1,0,0,0,0
31,70000,0,0,1,0,1,1,0,0,0,0
28,70511,1,0,0,1,0,1,0,0,0,0
38,125000,1,0,0,0,1,0,0,0,1,0
35,66000,0,0,1,0,1,0,0,0,0,1
24,70000,0,0,1,0,1,1,0,0,0,0
46,170000,1,0,0,0,1,0,0,0,0,1
25,138000,1,0,0,1,0,1,0,0,0,0
42,55000,1,0,0,0,1,0,0,0,0,1
29,83000,1,0,0,0,1,0,0,0,0,1
45,116113,1,0,0,0,1,1,0,0,0,0
31,80000,1,0,0,0,1,0,0,0,0,1
39,57000,1,0,0,0,1,0,0,0,0,1
27,80000,1,0,0,0,1,1,0,0,0,0
32,173000,1,0,0,1,0,1,0,0,0,0
34,57,0,0,1,0,1,0,0,1,0,0
39,160000,0,1,0,0,1,0,0,0,1,0
25,57480,1,0,0,0,1,1,0,0,0,0
28,92000,0,1,0,1,0,0,0,0,1,0
46,65000,0,0,1,1,0,0,0,1,0,0
27,105000,1,0,0,1,0,0,0,0,1,0
40,82000,1,0,0,1,0,1,0,0,0,0
46,125000,1,0,0,0,1,0,0,0,0,1
29,150000,0,0,1,0,1,1,0,0,0,0
28,45000,1,0,0,1,0,1,0,0,0,0
30,95000,1,0,0,1,0,1,0,0,0,0
30,34900,1,0,0,1,0,1,0,0,0,0
22,49000,1,0,0,1,0,0,1,0,0,0
26,84427,1,0,0,0,1,0,1,0,0,0
32,110000,0,0,1,0,1,1,0,0,0,0
27,106000,1,0,0,0,1,1,0,0,0,0
44,88000,1,0,0,1,0,0,0,0,1,0
27,115000,1,0,0,0,1,0,1,0,0,0
34,90000,0,1,0,1,0,1,0,0,0,0
34,90000,0,1,0,1,0,1,0,0,0,0
26,85000,1,0,0,0,1,0,0,1,0,0
26,78096,1,0,0,0,1,1,0,0,0,0
41,350000,1,0,0,1,0,0,0,0,1,0
40,138500,0,0,1,1,0,0,0,0,1,0
26,80,1,0,0,0,1,1,0,0,0,0
40,150000,1,0,0,1,0,0,0,1,0,0
27,49000,1,0,0,0,1,1,0,0,0,0
36,155000,1,0,0,1,0,0,0,0,1,0
25,125000,1,0,0,0,1,1,0,0,0,0
35,25000,1,0,0,0,1,0,0,0,0,1
34,144000,0,0,1,0,1,0,1,0,0,0
31,160000,1,0,0,1,0,0,0,1,0,0
25,71500,0,0,1,1,0,0,0,0,0,1
32,35000,1,0,0,0,1,0,0,0,0,1
30,65310,0,0,1,0,1,0,0,1,0,0
26,88000,1,0,0,0,1,0,0,0,0,1
22,38000,1,0,0,0,1,0,0,0,0,1
24,37500,1,0,0,0,1,0,0,1,0,0
31,41000,1,0,0,1,0,0,0,0,0,1
24,230000,1,0,0,0,1,0,0,1,0,0
45,20000,1,0,0,1,0,0,0,1,0,0
30,70000,1,0,0,1,0,1,0,0,0,0
40,60000,1,0,0,0,1,0,0,1,0,0
23,70000,1,0,0,1,0,1,0,0,0,0
38,226,1,0,0,1,0,0,0,1,0,0
36,100000,1,0,0,0,1,1,0,0,0,0
25,75000,1,0,0,1,0,0,0,1,0,0
30,130000,0,0,1,0,1,1,0,0,0,0
25,72000,0,0,1,0,1,1,0,0,0,0
35,230000,0,0,1,0,1,1,0,0,0,0
38,100000,1,0,0,0,1,0,1,0,0,0
24,130000,1,0,0,1,0,0,0,1,0,0
29,140000,0,0,1,0,1,1,0,0,0,0
42,92400,1,0,0,0,1,0,0,0,0,1
35,1,1,0,0,1,0,0,0,0,1,0
40,140000,1,0,0,1,0,0,0,0,1,0
24,41000,1,0,0,0,1,1,0,0,0,0
31,150000,1,0,0,1,0,1,0,0,0,0
26,91000,0,1,0,0,1,1,0,0,0,0
30,50000,1,0,0,1,0,0,0,1,0,0
26,100000,1,0,0,0,1,1,0,0,0,0
26,68000,1,0,0,1,0,1,0,0,0,0
46,100000,1,0,0,1,0,0,0,0,0,1
30,90000,1,0,0,1,0,0,0,0,0,1
27,45800,1,0,0,0,1,0,0,0,0,1
30,105000,1,0,0,0,1,1,0,0,0,0
30,40116,1,0,0,1,0,0,0,0,0,1
22,35000,0,0,1,1,0,0,0,1,0,0
35,110000,0,0,1,1,0,0,0,0,0,1
35,95000,1,0,0,0,1,0,1,0,0,0
22,27500,1,0,0,0,1,0,0,1,0,0
22,10000,1,0,0,0,1,0,0,1,0,0
28,70000,0,0,1,1,0,0,0,1,0,0
22,60000,1,0,0,0,1,0,0,1,0,0
35,180000,1,0,0,0,1,0,0,0,1,0
40,50000,1,0,0,1,0,0,0,1,0,0
30,55000,1,0,0,1,0,1,0,0,0,0
22,37000,1,0,0,0,1,0,0,1,0,0
25,35000,1,0,0,0,1,0,0,1,0,0
26,85000,0,0,1,1,0,0,0,0,1,0
22,31000,0,0,1,0,1,0,0,0,0,1
26,119412,0,0,1,1,0,0,1,0,0,0
46,240000,1,0,0,1,0,1,0,0,0,0
29,92000,1,0,0,0,1,1,0,0,0,0
22,33000,0,0,1,1,0,0,0,0,0,1
29,52000,0,1,0,1,0,1,0,0,0,0
29,80000,1,0,0,1,0,1,0,0,0,0
33,48000,0,0,1,0,1,0,0,0,0,1
32,114600,0,0,1,1,0,1,0,0,0,0
39,130000,0,0,1,0,1,0,1,0,0,0
34,80000,1,0,0,0,1,0,0,0,1,0
28,130000,1,0,0,0,1,1,0,0,0,0
36,120000,1,0,0,0,1,1,0,0,0,0
34,90000,1,0,0,1,0,1,0,0,0,0
29,98983.72,1,0,0,0,1,0,0,0,0,1
28,125125,0,1,0,0,1,1,0,0,0,0
25,72000,1,0,0,0,1,0,0,0,0,1
31,112000,1,0,0,0,1,0,0,1,0,0
